#Data tag : 19v3 , Norm tag: None
#run:fill,ls,time,hltpath,delivered(/ub),recorded(/ub),avgpu,source
322179:7123,1588:1588,09/04/18 02:40:07,HLT_Mu7_IP4_part2_v2,37044.342485758,36144.488360464,22.2,HFOC
322179:7123,1589:1589,09/04/18 02:40:30,HLT_Mu7_IP4_part2_v2,37016.562298866,36120.449219514,22.2,HFOC
322179:7123,1590:1590,09/04/18 02:40:53,HLT_Mu7_IP4_part2_v2,36959.177147328,36060.013588548,22.2,HFOC
322179:7123,1591:1591,09/04/18 02:41:17,HLT_Mu7_IP4_part2_v2,36877.431919766,35988.953503778,22.1,HFOC
322179:7123,1592:1592,09/04/18 02:41:40,HLT_Mu7_IP4_part2_v2,36842.435422005,35955.889266807,22.1,HFOC
322179:7123,1593:1593,09/04/18 02:42:03,HLT_Mu7_IP4_part2_v2,36893.851662670,35992.677645757,22.1,HFOC
322179:7123,1594:1594,09/04/18 02:42:27,HLT_Mu7_IP4_part2_v2,36936.316610275,36039.573908450,22.2,HFOC
322179:7123,1595:1595,09/04/18 02:42:50,HLT_Mu7_IP4_part2_v2,36964.819169681,35553.746896061,22.2,HFOC
322179:7123,1596:1596,09/04/18 02:43:13,HLT_Mu7_IP4_part2_v2,36969.701919142,36067.010119503,22.2,HFOC
322179:7123,1597:1597,09/04/18 02:43:37,HLT_Mu7_IP4_part2_v2,36926.226875811,36032.596491770,22.2,HFOC
322179:7123,1598:1598,09/04/18 02:44:00,HLT_Mu7_IP4_part2_v2,36879.144937621,35986.080116999,22.1,HFOC
322179:7123,1599:1599,09/04/18 02:44:23,HLT_Mu7_IP4_part2_v2,37073.643209697,36173.517915783,22.2,HFOC
322179:7123,1600:1600,09/04/18 02:44:47,HLT_Mu7_IP4_part2_v2,36993.356858153,36097.866548273,22.2,HFOC
322179:7123,1601:1601,09/04/18 02:45:10,HLT_Mu7_IP4_part2_v2,36908.991598027,36011.643954340,22.1,HFOC
322179:7123,1602:1602,09/04/18 02:45:33,HLT_Mu7_IP4_part2_v2,36937.974930246,36048.820472062,22.2,HFOC
322179:7123,1603:1603,09/04/18 02:45:56,HLT_Mu7_IP4_part2_v2,36967.131885453,36071.840666317,22.2,HFOC
322179:7123,1604:1604,09/04/18 02:46:20,HLT_Mu7_IP4_part2_v2,36915.743149831,35965.844376005,22.2,HFOC
322179:7123,1605:1605,09/04/18 02:46:43,HLT_Mu7_IP4_part2_v2,36833.798340949,35945.031237558,22.1,HFOC
322179:7123,1606:1606,09/04/18 02:47:06,HLT_Mu7_IP4_part2_v2,36758.873913828,35872.161653729,22.1,HFOC
322179:7123,1607:1607,09/04/18 02:47:30,HLT_Mu7_IP4_part2_v2,36683.706804575,35803.081150609,22.0,HFOC
322179:7123,1608:1608,09/04/18 02:47:53,HLT_Mu7_IP4_part2_v2,36598.200329187,35717.648727213,22.0,HFOC
322179:7123,1609:1609,09/04/18 02:48:16,HLT_Mu7_IP4_part2_v2,36554.258763042,35675.064175307,21.9,HFOC
322179:7123,1610:1610,09/04/18 02:48:40,HLT_Mu7_IP4_part2_v2,36528.590470223,35646.688089275,21.9,HFOC
322179:7123,1611:1611,09/04/18 02:49:03,HLT_Mu7_IP4_part2_v2,36538.315739376,35663.141012361,21.9,HFOC
322179:7123,1612:1612,09/04/18 02:49:26,HLT_Mu7_IP4_part2_v2,35418.257348654,34590.935734185,21.3,HFOC
322179:7123,1613:1613,09/04/18 02:49:50,HLT_Mu7_IP4_part2_v2,35578.110863559,34741.465828050,21.3,HFOC
322179:7123,1614:1614,09/04/18 02:50:13,HLT_Mu7_IP4_part2_v2,33526.850729292,32261.980214412,20.1,HFOC
322179:7123,1615:1615,09/04/18 02:50:36,HLT_Mu7_IP4_part2_v2,35274.583135863,34455.121799529,21.2,HFOC
322179:7123,1616:1616,09/04/18 02:51:00,HLT_Mu7_IP4_part2_v2,34583.324930593,33789.560225955,20.8,HFOC
322179:7123,1617:1617,09/04/18 02:51:23,HLT_Mu7_IP4_part2_v2,36828.213730872,35938.595303779,22.1,HFOC
322179:7123,1618:1618,09/04/18 02:51:46,HLT_Mu7_IP4_part2_v2,37907.498529074,36961.360042052,22.7,HFOC
322179:7123,1619:1619,09/04/18 02:52:09,HLT_Mu7_IP4_part2_v2,37881.178266657,36942.599040188,22.7,HFOC
322179:7123,1620:1620,09/04/18 02:52:33,HLT_Mu7_IP4_part2_v2,37852.660986777,36902.870193472,22.7,HFOC
322179:7123,1621:1621,09/04/18 02:52:56,HLT_Mu7_IP4_part2_v2,37789.294693361,36856.907030503,22.7,HFOC
322179:7123,1622:1622,09/04/18 02:53:19,HLT_Mu7_IP4_part2_v2,37763.476322201,36829.349908661,22.7,HFOC
322179:7123,1623:1623,09/04/18 02:53:43,HLT_Mu7_IP4_part2_v2,37740.151575470,36807.864083651,22.6,HFOC
322179:7123,1624:1624,09/04/18 02:54:06,HLT_Mu7_IP4_part2_v2,37707.893233090,35106.286536813,22.6,HFOC
322179:7123,1625:1625,09/04/18 02:54:29,HLT_Mu7_IP4_part2_v2,37679.491339871,36741.745523676,22.6,HFOC
322179:7123,1626:1626,09/04/18 02:54:53,HLT_Mu7_IP4_part2_v2,37659.748203653,36200.090370032,22.6,HFOC
322179:7123,1627:1627,09/04/18 02:55:16,HLT_Mu7_IP4_part2_v2,37629.316954757,36703.863640814,22.6,HFOC
322179:7123,1628:1628,09/04/18 02:55:39,HLT_Mu7_IP4_part2_v2,37586.934388508,36658.280540698,22.6,HFOC
322179:7123,1629:1629,09/04/18 02:56:03,HLT_Mu7_IP4_part2_v2,37583.752321338,36652.877793508,22.6,HFOC
322179:7123,1630:1630,09/04/18 02:56:26,HLT_Mu7_IP4_part2_v2,37547.106697219,36620.879049615,22.5,HFOC
322179:7123,1631:1631,09/04/18 02:56:49,HLT_Mu7_IP4_part2_v2,37509.115038078,36589.798286188,22.5,HFOC
322179:7123,1632:1632,09/04/18 02:57:12,HLT_Mu7_IP4_part2_v2,37509.161405489,36065.893457765,22.5,HFOC
322179:7123,1633:1633,09/04/18 02:57:36,HLT_Mu7_IP4_part2_v2,37473.881812437,36552.568178298,22.5,HFOC
322179:7123,1634:1634,09/04/18 02:57:59,HLT_Mu7_IP4_part2_v2,37461.112059339,36544.320532360,22.5,HFOC
322179:7123,1635:1635,09/04/18 02:58:22,HLT_Mu7_IP4_part2_v2,37420.449473009,36502.165750450,22.5,HFOC
322179:7123,1636:1636,09/04/18 02:58:46,HLT_Mu7_IP4_part2_v2,37396.984984931,36478.288183590,22.4,HFOC
322179:7123,1637:1637,09/04/18 02:59:09,HLT_Mu7_IP4_part2_v2,37366.380328801,36452.817767281,22.4,HFOC
322179:7123,1638:1638,09/04/18 02:59:32,HLT_Mu7_IP4_part2_v2,37346.011873448,36433.025535788,22.4,HFOC
322179:7123,1639:1639,09/04/18 02:59:56,HLT_Mu7_IP4_part2_v2,37323.842296582,36413.606831307,22.4,HFOC
322179:7123,1640:1640,09/04/18 03:00:19,HLT_Mu7_IP4_part2_v2,37291.937319379,36383.615588327,22.4,HFOC
322179:7123,1641:1641,09/04/18 03:00:42,HLT_Mu7_IP4_part2_v2,37260.289056711,35809.268848471,22.4,HFOC
322179:7123,1642:1642,09/04/18 03:01:06,HLT_Mu7_IP4_part2_v2,37230.256996860,36323.926710640,22.3,HFOC
322179:7123,1643:1643,09/04/18 03:01:29,HLT_Mu7_IP4_part2_v2,37205.147841388,36301.175033978,22.3,HFOC
322179:7123,1644:1644,09/04/18 03:01:52,HLT_Mu7_IP4_part2_v2,37173.974520763,36216.696908297,22.3,HFOC
322179:7123,1645:1645,09/04/18 03:02:16,HLT_Mu7_IP4_part2_v2,37155.650811098,36246.597685902,22.3,HFOC
322179:7123,1646:1646,09/04/18 03:02:39,HLT_Mu7_IP4_part2_v2,37126.960677584,36222.689369198,22.3,HFOC
322179:7123,1647:1647,09/04/18 03:03:02,HLT_Mu7_IP4_part2_v2,37111.915328044,36210.679630225,22.3,HFOC
322179:7123,1648:1648,09/04/18 03:03:26,HLT_Mu7_IP4_part2_v2,37087.643144596,36185.868116565,22.3,HFOC
322179:7123,1649:1649,09/04/18 03:03:49,HLT_Mu7_IP4_part2_v2,37061.998327135,36160.741959769,22.2,HFOC
322179:7123,1650:1650,09/04/18 03:04:12,HLT_Mu7_IP4_part2_v2,37038.233740387,36135.675134322,22.2,HFOC
322179:7123,1651:1651,09/04/18 03:04:35,HLT_Mu7_IP4_part2_v2,37017.661443040,36115.236082178,22.2,HFOC
322179:7123,1652:1652,09/04/18 03:04:59,HLT_Mu7_IP4_part2_v2,36993.516331455,36093.494228826,22.2,HFOC
322179:7123,1653:1653,09/04/18 03:05:22,HLT_Mu7_IP4_part2_v2,36967.131885453,36013.069358900,22.2,HFOC
322179:7123,1654:1654,09/04/18 03:05:45,HLT_Mu7_IP4_part2_v2,36939.942674225,36031.100953124,22.2,HFOC
322179:7123,1655:1655,09/04/18 03:06:09,HLT_Mu7_IP4_part2_v2,36915.619250887,36019.741884748,22.2,HFOC
322179:7123,1656:1656,09/04/18 03:06:32,HLT_Mu7_IP4_part2_v2,36886.057990174,35995.857981572,22.1,HFOC
322179:7123,1657:1657,09/04/18 03:06:55,HLT_Mu7_IP4_part2_v2,36861.484763720,35973.230690172,22.1,HFOC
322179:7123,1658:1658,09/04/18 03:07:19,HLT_Mu7_IP4_part2_v2,36828.702361116,35938.263888021,22.1,HFOC
322179:7123,1659:1659,09/04/18 03:07:42,HLT_Mu7_IP4_part2_v2,36795.716027592,35904.241451875,22.1,HFOC
322179:7123,1660:1660,09/04/18 03:08:05,HLT_Mu7_IP4_part2_v2,36776.437236842,35881.473442574,22.1,HFOC
322179:7123,1661:1661,09/04/18 03:08:29,HLT_Mu7_IP4_part2_v2,36754.270185269,35863.732853095,22.1,HFOC
322179:7123,1662:1662,09/04/18 03:08:52,HLT_Mu7_IP4_part2_v2,36732.598507356,35838.424355341,22.0,HFOC
322179:7123,1663:1663,09/04/18 03:09:15,HLT_Mu7_IP4_part2_v2,36711.368207622,35314.579209650,22.0,HFOC
322179:7123,1664:1664,09/04/18 03:09:38,HLT_Mu7_IP4_part2_v2,36683.992761980,35799.863855313,22.0,HFOC
322179:7123,1665:1665,09/04/18 03:10:02,HLT_Mu7_IP4_part2_v2,36574.718780854,35692.149786209,21.9,HFOC
322179:7123,1666:1666,09/04/18 03:10:25,HLT_Mu7_IP4_part2_v2,36547.204626373,35666.778337090,21.9,HFOC
322179:7123,1667:1667,09/04/18 03:10:48,HLT_Mu7_IP4_part2_v2,36550.909640334,35666.044575149,21.9,HFOC
322179:7123,1668:1668,09/04/18 03:11:12,HLT_Mu7_IP4_part2_v2,36500.546854904,35617.590961369,21.9,HFOC
322179:7123,1669:1669,09/04/18 03:11:35,HLT_Mu7_IP4_part2_v2,36541.290569451,35660.698086185,21.9,HFOC
322179:7123,1670:1670,09/04/18 03:11:58,HLT_Mu7_IP4_part2_v2,36490.236695399,35617.297621424,21.9,HFOC
322179:7123,1671:1671,09/04/18 03:12:22,HLT_Mu7_IP4_part2_v2,36478.413272831,35599.966498288,21.9,HFOC
322179:7123,1672:1672,09/04/18 03:12:45,HLT_Mu7_IP4_part2_v2,36443.156083482,35060.441407843,21.9,HFOC
322179:7123,1673:1673,09/04/18 03:13:08,HLT_Mu7_IP4_part2_v2,36398.830674278,35525.986277923,21.8,HFOC
322179:7123,1674:1674,09/04/18 03:13:32,HLT_Mu7_IP4_part2_v2,36381.517900583,35514.180039889,21.8,HFOC
322179:7123,1675:1675,09/04/18 03:13:55,HLT_Mu7_IP4_part2_v2,36366.904875060,35495.467390121,21.8,HFOC
322179:7123,1676:1676,09/04/18 03:14:18,HLT_Mu7_IP4_part2_v2,36342.317582329,34965.697667337,21.8,HFOC
322179:7123,1677:1677,09/04/18 03:14:41,HLT_Mu7_IP4_part2_v2,36322.491152165,35460.303780139,21.8,HFOC
322179:7123,1678:1678,09/04/18 03:15:05,HLT_Mu7_IP4_part2_v2,36300.286105258,35425.164615878,21.8,HFOC
322179:7123,1679:1679,09/04/18 03:15:28,HLT_Mu7_IP4_part2_v2,36278.434180761,35414.355197291,21.8,HFOC
322179:7123,1680:1680,09/04/18 03:15:51,HLT_Mu7_IP4_part2_v2,36256.200624677,35389.070899766,21.8,HFOC
322179:7123,1681:1681,09/04/18 03:16:15,HLT_Mu7_IP4_part2_v2,36230.734666982,35365.907936250,21.7,HFOC
322179:7123,1682:1682,09/04/18 03:16:38,HLT_Mu7_IP4_part2_v2,36207.884599062,35341.514067730,21.7,HFOC
322179:7123,1683:1683,09/04/18 03:17:01,HLT_Mu7_IP4_part2_v2,36183.919970358,35318.346618258,21.7,HFOC
322179:7123,1684:1684,09/04/18 03:17:25,HLT_Mu7_IP4_part2_v2,36157.243357668,35292.425733301,21.7,HFOC
322179:7123,1685:1685,09/04/18 03:17:48,HLT_Mu7_IP4_part2_v2,36132.223504587,35271.240204611,21.7,HFOC
322179:7123,1686:1686,09/04/18 03:18:11,HLT_Mu7_IP4_part2_v2,36095.091320732,34735.946683270,21.7,HFOC
322179:7123,1687:1687,09/04/18 03:18:35,HLT_Mu7_IP4_part2_v2,36078.923024145,35224.634811681,21.6,HFOC
322179:7123,1688:1688,09/04/18 03:18:58,HLT_Mu7_IP4_part2_v2,36050.301573845,35194.896773574,21.6,HFOC
322179:7123,1689:1689,09/04/18 03:19:21,HLT_Mu7_IP4_part2_v2,36028.996494967,35165.687803539,21.6,HFOC
322179:7123,1690:1690,09/04/18 03:19:45,HLT_Mu7_IP4_part2_v2,36010.694204728,35157.174780484,21.6,HFOC
322179:7123,1691:1691,09/04/18 03:20:08,HLT_Mu7_IP4_part2_v2,35977.806701267,11756.676567052,21.6,HFOC
322179:7123,1692:1692,09/04/18 03:20:31,HLT_Mu7_IP4_part2_v2,35949.404877675,28215.692089972,21.6,HFOC
322179:7123,1693:1693,09/04/18 03:20:54,HLT_Mu7_IP4_part2_v2,35927.357985342,35073.889656586,21.6,HFOC
322179:7123,1694:1694,09/04/18 03:21:18,HLT_Mu7_IP4_part2_v2,35914.569011485,35067.942844797,21.5,HFOC
322179:7123,1695:1695,09/04/18 03:21:41,HLT_Mu7_IP4_part2_v2,35900.636256803,35054.718073135,21.5,HFOC
322179:7123,1696:1696,09/04/18 03:22:04,HLT_Mu7_IP4_part2_v2,35868.836420220,35021.873476974,21.5,HFOC
322179:7123,1697:1697,09/04/18 03:22:28,HLT_Mu7_IP4_part2_v2,35849.484146287,34996.229857131,21.5,HFOC
322179:7123,1698:1698,09/04/18 03:22:51,HLT_Mu7_IP4_part2_v2,35824.575099334,34968.592947739,21.5,HFOC
322179:7123,1699:1699,09/04/18 03:23:14,HLT_Mu7_IP4_part2_v2,35799.548726512,34951.523431548,21.5,HFOC
322179:7123,1700:1700,09/04/18 03:23:38,HLT_Mu7_IP4_part2_v2,35778.392638834,34925.684775937,21.5,HFOC
322179:7123,1701:1701,09/04/18 03:24:01,HLT_Mu7_IP4_part2_v2,35744.651484680,34896.485415542,21.4,HFOC
322179:7123,1702:1702,09/04/18 03:24:24,HLT_Mu7_IP4_part2_v2,35722.686652606,33300.254109690,21.4,HFOC
322179:7123,1703:1703,09/04/18 03:24:48,HLT_Mu7_IP4_part2_v2,35697.598465377,34859.808349907,21.4,HFOC
322179:7123,1704:1704,09/04/18 03:25:11,HLT_Mu7_IP4_part2_v2,35656.932341306,34814.460474053,21.4,HFOC
322179:7123,1705:1705,09/04/18 03:25:34,HLT_Mu7_IP4_part2_v2,35635.794292929,34303.270881204,21.4,HFOC
322179:7123,1706:1706,09/04/18 03:25:58,HLT_Mu7_IP4_part2_v2,35627.083399360,34791.307899284,21.4,HFOC
322179:7123,1707:1707,09/04/18 03:26:21,HLT_Mu7_IP4_part2_v2,35605.534884252,31006.915912435,21.4,HFOC
322179:7123,1708:1708,09/04/18 03:26:44,HLT_Mu7_IP4_part2_v2,35584.882657920,17202.495216723,21.4,HFOC
322179:7123,1709:1709,09/04/18 03:27:07,HLT_Mu7_IP4_part2_v2,35567.644735177,34725.120571884,21.3,HFOC
322179:7123,1710:1710,09/04/18 03:27:31,HLT_Mu7_IP4_part2_v2,35544.732222653,34706.634462523,21.3,HFOC
322179:7123,1711:1711,09/04/18 03:27:54,HLT_Mu7_IP4_part2_v2,35499.664292129,34666.561897986,21.3,HFOC
322179:7123,1712:1712,09/04/18 03:28:17,HLT_Mu7_IP4_part2_v2,35452.417934614,34129.340787777,21.3,HFOC
322179:7123,1713:1713,09/04/18 03:28:41,HLT_Mu7_IP4_part2_v2,35413.850509698,34589.239708857,21.2,HFOC
322179:7123,1714:1714,09/04/18 03:29:04,HLT_Mu7_IP4_part2_v2,35384.983858834,34558.008407296,21.2,HFOC
322179:7123,1715:1715,09/04/18 03:29:27,HLT_Mu7_IP4_part2_v2,35351.295129436,34527.634910935,21.2,HFOC
322179:7123,1716:1716,09/04/18 03:29:51,HLT_Mu7_IP4_part2_v2,35319.402943256,34496.035361831,21.2,HFOC
322179:7123,1717:1717,09/04/18 03:30:14,HLT_Mu7_IP4_part2_v2,35310.871767471,34489.109744415,21.2,HFOC
322179:7123,1718:1718,09/04/18 03:30:37,HLT_Mu7_IP4_part2_v2,35308.025913436,34488.790488862,21.2,HFOC
322179:7123,1719:1719,09/04/18 03:31:01,HLT_Mu7_IP4_part2_v2,35293.928853703,34469.700203822,21.2,HFOC
322179:7123,1720:1720,09/04/18 03:31:24,HLT_Mu7_IP4_part2_v2,35277.175931965,34457.447461933,21.2,HFOC
322179:7123,1721:1721,09/04/18 03:31:47,HLT_Mu7_IP4_part2_v2,35296.496184050,34470.184842303,21.2,HFOC
322179:7123,1722:1722,09/04/18 03:32:11,HLT_Mu7_IP4_part2_v2,35292.489697146,33978.053846269,21.2,HFOC
322179:7123,1723:1723,09/04/18 03:32:34,HLT_Mu7_IP4_part2_v2,35231.825311760,34408.077473293,21.1,HFOC
322179:7123,1724:1724,09/04/18 03:32:57,HLT_Mu7_IP4_part2_v2,35221.086886407,34402.208802794,21.1,HFOC
322179:7123,1725:1725,09/04/18 03:33:20,HLT_Mu7_IP4_part2_v2,35169.708822518,34349.032740930,21.1,HFOC
322179:7123,1726:1726,09/04/18 03:33:44,HLT_Mu7_IP4_part2_v2,35217.748644517,34397.384576268,21.1,HFOC
322179:7123,1727:1727,09/04/18 03:34:07,HLT_Mu7_IP4_part2_v2,35185.220655401,34358.007004820,21.1,HFOC
322179:7123,1728:1728,09/04/18 03:34:30,HLT_Mu7_IP4_part2_v2,35173.753741349,34358.292469360,21.1,HFOC
322179:7123,1729:1729,09/04/18 03:34:54,HLT_Mu7_IP4_part2_v2,35145.066421653,29873.386237706,21.1,HFOC
322179:7123,1730:1730,09/04/18 03:35:17,HLT_Mu7_IP4_part2_v2,35092.493655673,25194.515450115,21.1,HFOC
322179:7123,1731:1731,09/04/18 03:35:40,HLT_Mu7_IP4_part2_v2,35082.473746355,34266.509609436,21.1,HFOC
322179:7123,1732:1732,09/04/18 03:36:04,HLT_Mu7_IP4_part2_v2,35060.390825024,34246.536952936,21.0,HFOC
322179:7123,1733:1733,09/04/18 03:36:27,HLT_Mu7_IP4_part2_v2,35028.092794410,34219.479255257,21.0,HFOC
322179:7123,1734:1734,09/04/18 03:36:50,HLT_Mu7_IP4_part2_v2,35005.515632016,34189.786721971,21.0,HFOC
322179:7123,1735:1735,09/04/18 03:37:14,HLT_Mu7_IP4_part2_v2,35019.798760326,34210.191546557,21.0,HFOC
322179:7123,1736:1736,09/04/18 03:37:37,HLT_Mu7_IP4_part2_v2,35711.091539688,34866.633929248,21.4,HFOC
322179:7123,1737:1737,09/04/18 03:38:00,HLT_Mu7_IP4_part2_v2,35987.558460978,35133.772889835,21.6,HFOC
322179:7123,1738:1738,09/04/18 03:38:23,HLT_Mu7_IP4_part2_v2,35970.574853780,35119.312782931,21.6,HFOC
322179:7123,1739:1739,09/04/18 03:38:47,HLT_Mu7_IP4_part2_v2,35943.795914434,35089.984110778,21.6,HFOC
322179:7123,1740:1740,09/04/18 03:39:10,HLT_Mu7_IP4_part2_v2,36190.670423143,34806.486575282,21.7,HFOC
322179:7123,1741:1741,09/04/18 03:39:33,HLT_Mu7_IP4_part2_v2,36619.133919416,35737.009377178,22.0,HFOC
322179:7123,1742:1742,09/04/18 03:39:57,HLT_Mu7_IP4_part2_v2,36680.777327211,35796.569803050,22.0,HFOC
322179:7123,1743:1743,09/04/18 03:40:20,HLT_Mu7_IP4_part2_v2,36672.681523369,35780.580295706,22.0,HFOC
322179:7123,1744:1744,09/04/18 03:40:43,HLT_Mu7_IP4_part2_v2,36638.296193261,35754.289251263,22.0,HFOC
322179:7123,1745:1745,09/04/18 03:41:07,HLT_Mu7_IP4_part2_v2,36602.766326829,35718.361758395,22.0,HFOC
322179:7123,1746:1746,09/04/18 03:41:30,HLT_Mu7_IP4_part2_v2,36565.030567153,35686.920955868,21.9,HFOC
322179:7123,1747:1747,09/04/18 03:41:53,HLT_Mu7_IP4_part2_v2,36598.410041232,35712.856612669,22.0,HFOC
322179:7123,1748:1748,09/04/18 03:42:17,HLT_Mu7_IP4_part2_v2,36569.745991539,35688.180664502,21.9,HFOC
322179:7123,1749:1749,09/04/18 03:42:40,HLT_Mu7_IP4_part2_v2,36496.579264901,35109.796114693,21.9,HFOC
322179:7123,1750:1750,09/04/18 03:43:03,HLT_Mu7_IP4_part2_v2,36427.858433323,35550.101207776,21.9,HFOC
322179:7123,1751:1751,09/04/18 03:43:27,HLT_Mu7_IP4_part2_v2,36438.522949290,35565.685210612,21.9,HFOC
322179:7123,1752:1752,09/04/18 03:43:50,HLT_Mu7_IP4_part2_v2,36460.029743216,35528.696274777,21.9,HFOC
322179:7123,1753:1753,09/04/18 03:44:13,HLT_Mu7_IP4_part2_v2,36446.171109821,35570.435111821,21.9,HFOC
322179:7123,1754:1754,09/04/18 03:44:36,HLT_Mu7_IP4_part2_v2,36295.086922087,35425.963137372,21.8,HFOC
322179:7123,1755:1755,09/04/18 03:45:00,HLT_Mu7_IP4_part2_v2,36264.187702117,35394.794490377,21.8,HFOC
322179:7123,1756:1756,09/04/18 03:45:23,HLT_Mu7_IP4_part2_v2,36224.601553851,35360.256116817,21.7,HFOC
322179:7123,1757:1757,09/04/18 03:45:46,HLT_Mu7_IP4_part2_v2,36166.725270735,35299.799281813,21.7,HFOC
322179:7123,1758:1758,09/04/18 03:46:10,HLT_Mu7_IP4_part2_v2,36108.446663071,35247.789415551,21.7,HFOC
322179:7123,1759:1759,09/04/18 03:46:33,HLT_Mu7_IP4_part2_v2,36068.695635650,35212.621014964,21.6,HFOC
322179:7123,1760:1760,09/04/18 03:46:56,HLT_Mu7_IP4_part2_v2,36046.460130649,35184.186269501,21.6,HFOC
322179:7123,1761:1761,09/04/18 03:47:20,HLT_Mu7_IP4_part2_v2,21211.244060574,20842.507708980,12.7,HFOC
322179:7123,1762:1762,09/04/18 03:47:43,HLT_Mu7_IP4_part2_v2,8009.654834949,7925.307747000,4.8,HFOC
322179:7123,1763:1763,09/04/18 03:48:06,HLT_Mu7_IP4_part2_v2,22054.253250535,21045.650409262,13.2,HFOC
322179:7123,1764:1764,09/04/18 03:48:30,HLT_Mu7_IP4_part2_v2,33393.961359572,32650.623334019,20.0,HFOC
322179:7123,1765:1765,09/04/18 03:48:53,HLT_Mu7_IP4_part2_v2,31495.973911650,30817.249752554,18.9,HFOC
322179:7123,1766:1766,09/04/18 03:49:16,HLT_Mu7_IP4_part2_v2,17408.376692856,17149.390009707,10.4,HFOC
322179:7123,1767:1767,09/04/18 03:49:40,HLT_Mu7_IP4_part2_v2,6759.394978143,6691.251574042,4.1,HFOC
322179:7123,1768:1768,09/04/18 03:50:03,HLT_Mu7_IP4_part2_v2,21872.741158593,21496.455490236,13.1,HFOC
322179:7123,1769:1769,09/04/18 03:50:26,HLT_Mu7_IP4_part2_v2,9496.305841149,9391.736357734,5.7,HFOC
322179:7123,1770:1770,09/04/18 03:50:49,HLT_Mu7_IP4_part2_v2,24330.007818184,23904.886939606,14.6,HFOC
322179:7123,1771:1771,09/04/18 03:51:13,HLT_Mu7_IP4_part2_v2,34351.728599619,33570.957778762,20.6,HFOC
322179:7123,1772:1772,09/04/18 03:51:36,HLT_Mu7_IP4_part2_v2,28363.116964660,27799.584630516,17.0,HFOC
322179:7123,1773:1773,09/04/18 03:51:59,HLT_Mu7_IP4_part2_v2,14757.102311184,14558.219087241,8.9,HFOC
322179:7123,1774:1774,09/04/18 03:52:23,HLT_Mu7_IP4_part2_v2,10580.025245685,10458.385579243,6.3,HFOC
322179:7123,1775:1775,09/04/18 03:52:46,HLT_Mu7_IP4_part2_v2,35828.497756638,34979.964995138,21.5,HFOC
322179:7123,1776:1776,09/04/18 03:53:09,HLT_Mu7_IP4_part2_v2,35782.210493043,34935.628583453,21.5,HFOC
322179:7123,1777:1777,09/04/18 03:53:33,HLT_Mu7_IP4_part2_v2,35794.058187373,34944.878912908,21.5,HFOC
322179:7123,1778:1778,09/04/18 03:53:56,HLT_Mu7_IP4_part2_v2,35771.593595875,33340.309628820,21.5,HFOC
322179:7123,1779:1779,09/04/18 03:54:19,HLT_Mu7_IP4_part2_v2,35758.231945908,34914.023857741,21.5,HFOC
322179:7123,1780:1780,09/04/18 03:54:42,HLT_Mu7_IP4_part2_v2,35746.196458032,34897.300431552,21.4,HFOC
322179:7123,1781:1781,09/04/18 03:55:06,HLT_Mu7_IP4_part2_v2,35718.113340931,34865.640559620,21.4,HFOC
322179:7123,1782:1782,09/04/18 03:55:29,HLT_Mu7_IP4_part2_v2,35693.583967012,34844.516056615,21.4,HFOC
322179:7123,1783:1783,09/04/18 03:55:52,HLT_Mu7_IP4_part2_v2,35678.464347588,34837.101366180,21.4,HFOC
322204:7124,1120:1120,09/04/18 14:39:43,HLT_Mu7_IP4_part2_v2,41264.405066784,40121.009377937,24.8,HFOC
322204:7124,1121:1121,09/04/18 14:40:07,HLT_Mu7_IP4_part2_v2,41259.258821561,40108.158920439,24.8,HFOC
322204:7124,1122:1122,09/04/18 14:40:30,HLT_Mu7_IP4_part2_v2,41246.992065284,40083.338772139,24.7,HFOC
322204:7124,1123:1123,09/04/18 14:40:53,HLT_Mu7_IP4_part2_v2,41203.162521078,40055.511222674,24.7,HFOC
322204:7124,1124:1124,09/04/18 14:41:17,HLT_Mu7_IP4_part2_v2,41229.249325849,40077.850428467,24.7,HFOC
322204:7124,1125:1125,09/04/18 14:41:40,HLT_Mu7_IP4_part2_v2,41219.979553895,39511.848539270,24.7,HFOC
322204:7124,1126:1126,09/04/18 14:42:03,HLT_Mu7_IP4_part2_v2,41171.729190725,40026.427697112,24.7,HFOC
322204:7124,1127:1127,09/04/18 14:42:26,HLT_Mu7_IP4_part2_v2,41145.530629709,40008.737263298,24.7,HFOC
322204:7124,1128:1128,09/04/18 14:42:50,HLT_Mu7_IP4_part2_v2,41087.418336203,39950.338537608,24.7,HFOC
322204:7124,1129:1129,09/04/18 14:43:13,HLT_Mu7_IP4_part2_v2,41091.665664986,39946.210500842,24.7,HFOC
322204:7124,1130:1130,09/04/18 14:43:36,HLT_Mu7_IP4_part2_v2,42035.939825754,40832.707455919,25.2,HFOC
322204:7124,1131:1131,09/04/18 14:44:00,HLT_Mu7_IP4_part2_v2,43887.915730163,42527.924897341,26.3,HFOC
322204:7124,1132:1132,09/04/18 14:44:23,HLT_Mu7_IP4_part2_v2,44315.868875776,42913.328793329,26.6,HFOC
322204:7124,1133:1133,09/04/18 14:44:46,HLT_Mu7_IP4_part2_v2,44322.208431679,42917.786037233,26.6,HFOC
322204:7124,1134:1134,09/04/18 14:45:10,HLT_Mu7_IP4_part2_v2,44261.074433566,42238.390248691,26.6,HFOC
